x1,x2,x3,x4,y
-1.5267041861000477,-0.8033333467324952,-0.9638618946383906,-0.7679956617922853,-0.8913990053126725
-1.3000878971507739,0.8173592867113447,-0.7282697492169948,-0.9932735818011903,-0.2402158867599747
-0.238182087812673,0.09734293838415861,0.12362053830199535,0.610069108473992,0.11878509870284563
-0.4866090421996312,1.209386284929567,1.4657773931403502,-1.434768038818883,2.3172070322622065
-0.7630651820571877,-1.2631170678931045,-0.7050226539632332,-1.2007345865950527,-0.9339064491650395
0.6023830507819631,0.6579050106781077,-1.001070320147243,-1.1679128705936423,-0.532629716866972
-0.6307372872595963,-0.3443227269564425,0.3036139839657731,1.0917014081151595,-0.060469209308912204
0.13940666743390973,1.446754230856132,1.6914510395731852,-0.8847999995250823,2.833620077141117
-1.1989750891503024,0.6246792737174771,-0.20748746108740482,-1.336677103953,0.17337024217010227
0.4166092266988184,-1.4381541748258568,1.111724957760203,0.5200499287339045,-0.6719195034823435
-0.37547203199851326,-0.8374037814144248,-0.8629305484504927,-0.02714381402944121,-0.8525268869702189
-1.1476661265387302,-0.5379317714830303,0.6213201084566414,-1.3794129130825004,-0.04635294514831744
-0.8667805596915361,-0.1256008378548303,-1.3661506235279106,-0.4613440603537748,-0.9808086745276806
-1.5515819068437386,1.4853590762765914,0.8268443402941905,1.3073698187263287,1.857310803168021
-0.8366393090303291,-0.0906835276725907,0.6314441044854022,0.6558744471686886,0.3441825432737526
-1.1066463919429335,1.6132294917086194,0.825694352659259,-0.0044059008051862214,1.9629645082189806
-1.4045844557482823,-1.1368263680928614,-0.6772035761138865,-1.340306339798503,-0.8961119446825905
1.1825127659708663,1.69668863676575,1.447881132029473,-1.4668653711486046,2.838191870007906
-0.37272715816561136,1.382892028328679,0.657347058118449,1.5947170016064167,1.5648851720553474
0.16465176714536697,-0.6959866246556673,-1.6229646592564186,0.7032195586784029,-1.055997238989803
-1.069699479119256,-0.39576038768816363,1.1068453235703728,-1.270334184381613,0.3292021147908929
-1.4505281178157938,-0.2658737525988445,-1.6434084542360232,-0.4802191922712452,-1.1566825532592606
-0.6470561036593397,-0.4132604779296248,0.2410599594152138,-0.17129635330374277,-0.14076175080296965
-1.2870144871422602,-0.6416036009231268,0.24025954640444636,0.3187526816376732,-0.2945713038660392
-1.5354852471052913,1.3057766124314143,-1.167678706052855,0.2183738918292245,-0.5665703662909287
-0.2585928303358755,-1.3070168622078528,0.23422755729351458,-0.7893464405785409,-0.7460856899246963
-0.2614660995754032,0.4336932741270068,-1.6610834337288012,-0.612284402580738,-1.0696188280902879
-0.575683262253059,-1.1671813018877788,-1.5111126382228057,-0.8043282165284734,-1.1060811478372803
-0.9754620429446634,1.642463625599216,-0.18380014430798214,1.1411346382352512,0.7312855735583998
0.7712134724196548,1.8033441135248331,-1.2114241166099526,1.2110269105126525,-0.506083849472867
0.5538107087002212,-0.7986197472293456,-0.11756941052831565,-0.7962056799450232,-0.5369881673719971
-1.1086274296341005,1.6426124568356752,0.6459670679097369,-0.8892711567797165,1.7614996935540972
0.5027910486667965,0.028550430977977305,1.6882434110211537,-1.3726655373336798,1.1657668848095863
1.658212931461716,-0.3444008161791379,1.0058073259716673,0.11929164185409885,0.331893832364767
-0.4461633981534073,-1.6777712707721404,-0.8722968708869469,-0.5586723365935781,-1.084872167597957
-0.2621782313562557,0.5715501134049255,-0.21672726662674113,1.2871290109930802,0.1250357612633822
-1.1472620723585643,-0.3245318808778422,1.5595921035321676,-0.6172595074762314,0.6453623197397915
-1.1981316317620365,1.4105750434397062,-0.18632353393222106,1.338951403958762,0.603809332154182
